date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2010-01-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.26,0.2571
2010-01-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-01-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.31,0.3143
2010-01-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.31,0.3143
2010-01-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.43,0.4286
2010-01-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-01-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-01-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-01-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-01-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.26,0.2571
2010-02-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-02-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-02-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2010-02-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.49,0.4857
2010-02-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.31,0.3143
2010-02-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.31,0.3143
2010-02-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-02-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-02-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-03-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2010-03-15,,,Mucheke,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2010-03-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-03-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-03-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.31,0.3143
2010-03-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.37,0.3714
2010-03-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-03-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-03-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-03-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-03-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-04-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2010-04-15,,,Mucheke,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-04-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-04-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-04-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-04-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.37,0.3714
2010-04-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.26,0.2571
2010-04-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-04-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-04-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.2,0.2
2010-04-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-05-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-05-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-05-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-05-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-05-15,Manicaland,Mutare Urban,Sakubva,-18.9966619,32.6437245,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-05-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.2,0.2
2010-05-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-05-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-05-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-06-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-06-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-06-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.26,0.2571
2010-06-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-06-15,Manicaland,Mutare Urban,Sakubva,-18.9966619,32.6437245,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-06-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-06-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-06-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-06-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-06-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-07-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.37,0.3714
2010-07-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-07-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-07-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-07-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2010-07-15,Manicaland,Mutare Urban,Sakubva,-18.9966619,32.6437245,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-07-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-07-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-07-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.2,0.2
2010-07-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-07-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.2,0.2
2010-08-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-08-15,,,Mucheke,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-08-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-08-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-08-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-08-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2010-08-15,Manicaland,Mutare Urban,Sakubva,-18.9966619,32.6437245,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-08-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-08-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-08-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-08-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-08-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-09-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-09-15,,,Mucheke,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-09-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-09-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-09-15,,,Tshovani,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-09-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-09-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2010-09-15,Manicaland,Mutare Urban,Sakubva,-18.9966619,32.6437245,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-09-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-09-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-09-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-09-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-09-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-10-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-10-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-10-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-10-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-10-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-10-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-10-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-10-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-10-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.2,0.2
2010-10-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.2,0.2
2010-10-15,Masvingo,Chivi,Ngundu,-20.307285,30.510171,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-11-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-11-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2010-11-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-11-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-11-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.26,0.2571
2010-11-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-11-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-11-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-11-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-11-15,Masvingo,Chivi,Ngundu,-20.307285,30.510171,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-12-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.2,0.2
2010-12-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-12-15,,,Tshovani,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2010-12-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-12-15,Manicaland,Mutare Urban,Sakubva,-18.9966619,32.6437245,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-12-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-12-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-12-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2010-12-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2010-12-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-01-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-01-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.4,0.4
2011-01-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-01-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-01-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-01-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-01-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-01-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-01-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-01-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-01-15,Matabeleland North,Nkayi,Nkayi Growth Point,-18.999158,28.898316,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-02-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-02-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.4,0.4
2011-02-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-02-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-02-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-02-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-02-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-02-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.26,0.2571
2011-02-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.31,0.3143
2011-03-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-03-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.4,0.4
2011-03-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-03-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-03-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-03-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-03-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-03-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-03-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-03-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-04-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.4,0.4
2011-04-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.46,0.4571
2011-04-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-04-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-04-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-04-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-04-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-04-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-04-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-04-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-04-15,Masvingo,Chivi,Ngundu,-20.307285,30.510171,cereals and tubers,Maize,KG,actual,Retail,USD,0.46,0.4571
2011-05-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-05-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2011-05-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-05-15,,,Tshovani,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-05-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-05-15,Manicaland,Buhera,Murambinda,-19.333333,31.433333,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-05-15,Manicaland,Chipinge Urban,Checheche,-20.188333,32.623645,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-05-15,Manicaland,Mutare Urban,Sakubva,-18.9966619,32.6437245,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-05-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-05-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-05-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-05-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2011-05-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-05-15,Matabeleland North,Hwange Urban,Hwange Town Bus Terminus,-18.366667,26.483333,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-06-15,,,Kombai,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-06-15,,,Murombedzi,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-06-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-06-15,,,Tshovani,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-06-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-06-15,Manicaland,Buhera,Murambinda,-19.333333,31.433333,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-06-15,Manicaland,Mutare Urban,Sakubva,-18.9966619,32.6437245,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-06-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-06-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-06-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-06-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.17,0.1714
2011-06-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-06-15,Matabeleland North,Hwange Urban,Hwange Town Bus Terminus,-18.366667,26.483333,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-07-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.37,0.3714
2011-07-15,,,Mucheke,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-07-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-07-15,Harare,Harare,Mbare,-17.858056,31.037222,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-07-15,Manicaland,Chimanimani,Nyanyadzi,-19.766667,32.416667,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-07-15,Mashonaland Central,Bindura Urban,Bindura,-17.301922,31.330563,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-07-15,Mashonaland Central,Mount Darwin,Mount Darwin,-16.7833333,31.5833333,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
2011-07-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,cereals and tubers,Maize,KG,actual,Retail,USD,0.26,0.2571
2011-07-15,Mashonaland East,Murehwa,Murehwa,-17.643215,31.783996,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-07-15,Mashonaland West,Chinhoyi,Chikonohono,-17.366667,30.2,cereals and tubers,Maize,KG,actual,Retail,USD,0.23,0.2286
2011-07-15,Masvingo,Gutu,Mupandawana,-19.65,31.166667,cereals and tubers,Maize,KG,actual,Retail,USD,0.37,0.3714
2011-08-15,,,Mandava,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-08-15,,,Mucheke,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.34,0.3429
2011-08-15,,,Renkini Bus Terminus,,,cereals and tubers,Maize,KG,actual,Retail,USD,0.29,0.2857
