date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-11-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,non-food,Laundry soap,KG,aggregate,Retail,ZWL,96.02,1.177
2020-11-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,98.06,1.202
2020-11-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,127.07,1.5575
2020-11-15,Mashonaland East,Marondera Urban,Dombotombo,-18.185266,31.551933,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,189.39,2.3215
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,cereals and tubers,Maize,KG,aggregate,Retail,ZWL,27.78,0.3405
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,48.88,0.5992
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,96.63,1.1845
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,972.5,11.9202
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,55.33,0.6782
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,106.88,1.31
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,44.95,0.551
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,non-food,Laundry soap,KG,aggregate,Retail,ZWL,100.88,1.2365
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,91.36,1.1198
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,129.5,1.5873
2020-11-15,Mashonaland East,Marondera Urban,Marondera CBD,-18.18527,31.55193,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,182.16,2.2328
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Mutata,-16.89086933,32.18177208,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,45.38,0.5562
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Mutata,-16.89086933,32.18177208,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,93.8,1.1497
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Mutata,-16.89086933,32.18177208,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,1066.67,13.0744
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Mutata,-16.89086933,32.18177208,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,54.06,0.6626
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Mutata,-16.89086933,32.18177208,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,96.0,1.1768
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Mutata,-16.89086933,32.18177208,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,55.85,0.6845
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Mutata,-16.89086933,32.18177208,non-food,Laundry soap,KG,aggregate,Retail,ZWL,126.67,1.5526
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Mutata,-16.89086933,32.18177208,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,105.56,1.2938
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Mutata,-16.89086933,32.18177208,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,144.22,1.7677
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Nhakiwa,-17.3708214,31.80196831,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,45.14,0.5533
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Nhakiwa,-17.3708214,31.80196831,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,79.71,0.9771
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Nhakiwa,-17.3708214,31.80196831,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,1000.0,12.2573
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Nhakiwa,-17.3708214,31.80196831,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,50.0,0.6129
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Nhakiwa,-17.3708214,31.80196831,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Nhakiwa,-17.3708214,31.80196831,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,50.0,0.6129
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Nhakiwa,-17.3708214,31.80196831,non-food,Laundry soap,KG,aggregate,Retail,ZWL,133.33,1.6343
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Nhakiwa,-17.3708214,31.80196831,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Nhakiwa,-17.3708214,31.80196831,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,130.0,1.5934
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Sowa,-16.97049519,32.05326651,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,121.67,1.4913
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Sowa,-16.97049519,32.05326651,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,1183.33,14.5045
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Sowa,-16.97049519,32.05326651,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,62.5,0.7661
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Sowa,-16.97049519,32.05326651,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,112.5,1.3789
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Sowa,-16.97049519,32.05326651,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,62.5,0.7661
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Sowa,-16.97049519,32.05326651,non-food,Laundry soap,KG,aggregate,Retail,ZWL,105.0,1.287
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Sowa,-16.97049519,32.05326651,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,127.5,1.5628
2020-11-15,Mashonaland East,Uzumba Maramba Pfungwe,Sowa,-16.97049519,32.05326651,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,164.67,2.0184
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,51.88,0.636
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,119.07,1.4594
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,1195.98,14.6595
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,40.2,0.4928
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,106.3,1.3029
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,56.57,0.6934
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,non-food,Laundry soap,KG,aggregate,Retail,ZWL,97.79,1.1987
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,87.65,1.0743
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,130.96,1.6052
2020-11-15,Mashonaland West,Chegutu Urban,Chegutu Urban,-18.13223,30.145395,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,219.83,2.6946
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,32.73,0.4012
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,91.6,1.1228
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,989.84,12.1328
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,34.14,0.4185
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,102.27,1.2536
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,42.2,0.5173
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,non-food,Laundry soap,KG,aggregate,Retail,ZWL,87.7,1.075
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,80.53,0.9871
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,150.96,1.8503
2020-11-15,Mashonaland West,Chinhoyi,Chinhoyi CBD,-17.3592,30.1923,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,218.19,2.6745
2020-11-15,Mashonaland West,Kariba,Charara,-16.5519826,28.9637144,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Mashonaland West,Kariba,Charara,-16.5519826,28.9637144,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,55.0,0.6742
2020-11-15,Mashonaland West,Kariba,Charara,-16.5519826,28.9637144,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,125.0,1.5322
2020-11-15,Mashonaland West,Kariba,Charara,-16.5519826,28.9637144,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,70.0,0.858
2020-11-15,Mashonaland West,Kariba,Charara,-16.5519826,28.9637144,non-food,Laundry soap,KG,aggregate,Retail,ZWL,110.0,1.3483
2020-11-15,Mashonaland West,Kariba,Charara,-16.5519826,28.9637144,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,85.0,1.0419
2020-11-15,Mashonaland West,Kariba,Charara,-16.5519826,28.9637144,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,150.0,1.8386
2020-11-15,Mashonaland West,Kariba Urban,Jumbo,-16.51483586,28.85011232,cereals and tubers,Maize,KG,aggregate,Retail,ZWL,27.78,0.3405
2020-11-15,Mashonaland West,Kariba Urban,Jumbo,-16.51483586,28.85011232,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,86.74,1.0632
2020-11-15,Mashonaland West,Kariba Urban,Jumbo,-16.51483586,28.85011232,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,47.02,0.5764
2020-11-15,Mashonaland West,Kariba Urban,Jumbo,-16.51483586,28.85011232,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,99.04,1.214
2020-11-15,Mashonaland West,Kariba Urban,Jumbo,-16.51483586,28.85011232,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,47.61,0.5835
2020-11-15,Mashonaland West,Kariba Urban,Jumbo,-16.51483586,28.85011232,non-food,Laundry soap,KG,aggregate,Retail,ZWL,90.37,1.1078
2020-11-15,Mashonaland West,Kariba Urban,Jumbo,-16.51483586,28.85011232,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,90.12,1.1047
2020-11-15,Mashonaland West,Kariba Urban,Jumbo,-16.51483586,28.85011232,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,134.63,1.6501
2020-11-15,Mashonaland West,Kariba Urban,Jumbo,-16.51483586,28.85011232,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,190.0,2.3289
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,cereals and tubers,Maize,KG,aggregate,Retail,ZWL,26.11,0.3201
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,42.38,0.5194
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,97.78,1.1986
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,500.0,6.1286
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,54.08,0.6628
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,109.81,1.346
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,53.22,0.6524
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,non-food,Laundry soap,KG,aggregate,Retail,ZWL,100.69,1.2342
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,93.86,1.1505
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,135.69,1.6631
2020-11-15,Mashonaland West,Kariba Urban,Mahombekombe,-16.52586116,28.77841107,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,190.52,2.3353
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,cereals and tubers,Maize,KG,aggregate,Retail,ZWL,27.01,0.331
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,45.58,0.5586
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,90.48,1.109
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,790.32,9.6872
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,57.54,0.7053
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,105.74,1.2961
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,46.8,0.5736
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,non-food,Laundry soap,KG,aggregate,Retail,ZWL,101.8,1.2478
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,93.12,1.1414
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,129.63,1.5889
2020-11-15,Mashonaland West,Norton,Norton,-17.8723107,30.6939208,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,186.35,2.2841
2020-11-15,Masvingo,Bikita,Boora,-20.05747,31.87888,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,112.5,1.3789
2020-11-15,Masvingo,Bikita,Boora,-20.05747,31.87888,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,1000.0,12.2573
2020-11-15,Masvingo,Bikita,Boora,-20.05747,31.87888,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,75.0,0.9193
2020-11-15,Masvingo,Bikita,Boora,-20.05747,31.87888,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Bikita,Boora,-20.05747,31.87888,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Bikita,Boora,-20.05747,31.87888,non-food,Laundry soap,KG,aggregate,Retail,ZWL,133.33,1.6343
2020-11-15,Masvingo,Bikita,Boora,-20.05747,31.87888,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Bikita,Boora,-20.05747,31.87888,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,176.5,2.1634
2020-11-15,Masvingo,Bikita,Boora,-20.05747,31.87888,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,200.0,2.4515
2020-11-15,Masvingo,Bikita,Chikuku,-19.99064,31.86291,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,80.0,0.9806
2020-11-15,Masvingo,Bikita,Chikuku,-19.99064,31.86291,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,110.0,1.3483
2020-11-15,Masvingo,Bikita,Chikuku,-19.99064,31.86291,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Bikita,Chikuku,-19.99064,31.86291,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Bikita,Chikuku,-19.99064,31.86291,non-food,Laundry soap,KG,aggregate,Retail,ZWL,133.33,1.6343
2020-11-15,Masvingo,Bikita,Chikuku,-19.99064,31.86291,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,200.0,2.4515
2020-11-15,Masvingo,Bikita,Chikuku,-19.99064,31.86291,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,178.0,2.1818
2020-11-15,Masvingo,Bikita,Chiremwaremwa,-20.46509,31.85705,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,115.28,1.413
2020-11-15,Masvingo,Bikita,Chiremwaremwa,-20.46509,31.85705,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,2000.0,24.5146
2020-11-15,Masvingo,Bikita,Chiremwaremwa,-20.46509,31.85705,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,50.83,0.6231
2020-11-15,Masvingo,Bikita,Chiremwaremwa,-20.46509,31.85705,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,116.06,1.4225
2020-11-15,Masvingo,Bikita,Chiremwaremwa,-20.46509,31.85705,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,88.89,1.0895
2020-11-15,Masvingo,Bikita,Chiremwaremwa,-20.46509,31.85705,non-food,Laundry soap,KG,aggregate,Retail,ZWL,120.56,1.4777
2020-11-15,Masvingo,Bikita,Chiremwaremwa,-20.46509,31.85705,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,173.33,2.1246
2020-11-15,Masvingo,Bikita,Chiremwaremwa,-20.46509,31.85705,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,162.67,1.9939
2020-11-15,Masvingo,Bikita,Chiremwaremwa,-20.46509,31.85705,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,290.0,3.5546
2020-11-15,Masvingo,Bikita,Mamutse,-19.98299,31.8939,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,112.5,1.3789
2020-11-15,Masvingo,Bikita,Mamutse,-19.98299,31.8939,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,60.0,0.7354
2020-11-15,Masvingo,Bikita,Mamutse,-19.98299,31.8939,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Bikita,Mamutse,-19.98299,31.8939,non-food,Laundry soap,KG,aggregate,Retail,ZWL,126.67,1.5526
2020-11-15,Masvingo,Bikita,Mamutse,-19.98299,31.8939,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,167.5,2.0531
2020-11-15,Masvingo,Bikita,Mamutse,-19.98299,31.8939,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,200.0,2.4515
2020-11-15,Masvingo,Bikita,Mukore,-20.13139,31.83523,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,50.0,0.6129
2020-11-15,Masvingo,Bikita,Mukore,-20.13139,31.83523,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,117.5,1.4402
2020-11-15,Masvingo,Bikita,Mukore,-20.13139,31.83523,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,1200.0,14.7087
2020-11-15,Masvingo,Bikita,Mukore,-20.13139,31.83523,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,50.0,0.6129
2020-11-15,Masvingo,Bikita,Mukore,-20.13139,31.83523,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,125.0,1.5322
2020-11-15,Masvingo,Bikita,Mukore,-20.13139,31.83523,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Bikita,Mukore,-20.13139,31.83523,non-food,Laundry soap,KG,aggregate,Retail,ZWL,125.0,1.5322
2020-11-15,Masvingo,Bikita,Mukore,-20.13139,31.83523,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,150.0,1.8386
2020-11-15,Masvingo,Bikita,Mukore,-20.13139,31.83523,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,162.5,1.9918
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,68.0,0.8335
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,85.75,1.0511
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,1000.0,12.2573
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,47.5,0.5822
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,97.25,1.192
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,95.0,1.1644
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,non-food,Laundry soap,KG,aggregate,Retail,ZWL,107.5,1.3177
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,145.0,1.7773
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,130.83,1.6037
2020-11-15,Masvingo,Bikita,Nyika Growth Point,-20.0122,31.60474,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,180.0,2.2063
2020-11-15,Masvingo,Bikita,Old Mashoko,-20.49004,31.77093,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,128.0,1.5689
2020-11-15,Masvingo,Bikita,Old Mashoko,-20.49004,31.77093,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,55.0,0.6742
2020-11-15,Masvingo,Bikita,Old Mashoko,-20.49004,31.77093,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,137.5,1.6854
2020-11-15,Masvingo,Bikita,Old Mashoko,-20.49004,31.77093,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Bikita,Old Mashoko,-20.49004,31.77093,non-food,Laundry soap,KG,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Bikita,Old Mashoko,-20.49004,31.77093,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,150.0,1.8386
2020-11-15,Masvingo,Bikita,Old Mashoko,-20.49004,31.77093,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,165.0,2.0225
2020-11-15,Masvingo,Bikita,Old Mashoko,-20.49004,31.77093,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,290.0,3.5546
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,45.73,0.5606
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,124.83,1.5301
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,1200.0,14.7087
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,47.67,0.5843
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,105.43,1.2923
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,non-food,Handwash soap,250 G,aggregate,Retail,ZWL,100.0,1.2257
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,non-food,Laundry soap,KG,aggregate,Retail,ZWL,124.33,1.524
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,non-food,Toothpaste,100 ML,aggregate,Retail,ZWL,114.67,1.4055
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,oil and fats,Oil (vegetable),L,aggregate,Retail,ZWL,132.33,1.622
2020-11-15,Masvingo,Chiredzi,Chikombedzi,-21.67958672,31.32018468,pulses and nuts,Beans (sugar),KG,aggregate,Retail,ZWL,240.0,2.9417
2020-11-15,Masvingo,Chiredzi,Rupangwana,-21.00012578,32.14956449,cereals and tubers,Maize meal,KG,aggregate,Retail,ZWL,58.0,0.7109
2020-11-15,Masvingo,Chiredzi,Rupangwana,-21.00012578,32.14956449,cereals and tubers,Rice,KG,aggregate,Retail,ZWL,128.0,1.5689
2020-11-15,Masvingo,Chiredzi,Rupangwana,-21.00012578,32.14956449,"meat, fish and eggs",Fish (kapenta),KG,aggregate,Retail,ZWL,1200.0,14.7087
2020-11-15,Masvingo,Chiredzi,Rupangwana,-21.00012578,32.14956449,miscellaneous food,Salt,KG,aggregate,Retail,ZWL,50.0,0.6129
2020-11-15,Masvingo,Chiredzi,Rupangwana,-21.00012578,32.14956449,miscellaneous food,Sugar,KG,aggregate,Retail,ZWL,115.0,1.4096
